,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.36363636363636365,453,800.0
1,active (shifted),0.31313131313131315,453,800.0
2,active (full),0.36363636363636365,453,800.0
3,oblivious (partial),0.36363636363636365,453,800.0
4,sample everything,0.31313131313131315,453,800.0
