,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.4040404040404041,11,800.0
1,active (shifted),0.3434343434343435,11,800.0
2,active (full),0.393939393939394,11,800.0
3,oblivious (partial),0.36363636363636365,11,800.0
4,sample everything,0.3434343434343435,11,800.0
