,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.393939393939394,302,800.0
1,active (shifted),0.3535353535353536,302,800.0
2,active (full),0.37373737373737376,302,800.0
3,oblivious (partial),0.36363636363636365,302,800.0
4,sample everything,0.36363636363636365,302,800.0
