,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.8585858585858587,62,2000.0
1,active (shifted),0.8787878787878789,62,2000.0
2,active (full),0.8585858585858587,62,2000.0
3,oblivious (partial),0.888888888888889,62,2000.0
4,sample everything,0.9191919191919192,62,2000.0
