,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.8787878787878789,67,2000.0
1,active (shifted),0.7676767676767677,67,2000.0
2,active (full),0.8686868686868687,67,2000.0
3,oblivious (partial),0.9090909090909092,67,2000.0
4,sample everything,0.7676767676767677,67,2000.0
