,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.888888888888889,68,2000.0
1,active (shifted),0.8989898989898991,68,2000.0
2,active (full),0.888888888888889,68,2000.0
3,oblivious (partial),0.9090909090909092,68,2000.0
4,sample everything,0.9191919191919192,68,2000.0
