,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.8686868686868687,89,2000.0
1,active (partial+cons_cv),0.8484848484848485,89,2000.0
2,active (shifted),0.8585858585858587,89,2000.0
3,oblivious (partial),0.8686868686868687,89,2000.0
