,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.3535353535353536,466,800.0
1,active (shifted),0.32323232323232326,466,800.0
2,active (partial+q_cv),0.36363636363636365,466,800.0
3,active (partial+sep_cv),0.37373737373737376,466,800.0
4,sample everything,0.3535353535353536,466,800.0
