,Method,$\widehat{\beta}$,seed,label_ct
0,active (partial),0.43434343434343436,543,800.0
1,active (shifted),0.33333333333333337,543,800.0
2,active (partial+q_cv),0.4545454545454546,543,800.0
3,active (partial+cons_cv),0.33333333333333337,543,800.0
4,sample everything,0.3434343434343435,543,800.0
