,index,Method,$\widehat{\beta}$
3147,3,active (full),0.8585858585858587
3148,4,sample everything,0.888888888888889
3149,5,oblivious (partial),0.8787878787878789
3150,0,active (partial),0.8787878787878789
3151,1,active (partial+cons_cv),0.8989898989898991
3152,2,active (shifted),0.8989898989898991
3153,3,active (full),0.8787878787878789
3154,4,sample everything,0.9292929292929294
3155,5,oblivious (partial),0.8686868686868687
3156,0,active (partial),0.888888888888889
3157,1,active (partial+cons_cv),0.888888888888889
3158,2,active (shifted),0.888888888888889
3159,3,active (full),0.888888888888889
3160,4,sample everything,0.9090909090909092
3161,5,oblivious (partial),0.8787878787878789
3162,0,active (partial),0.8585858585858587
3163,1,active (partial+cons_cv),0.8686868686868687
3164,2,active (shifted),0.8686868686868687
3165,3,active (full),0.8585858585858587
3166,4,sample everything,0.8787878787878789
3167,5,oblivious (partial),0.8686868686868687
3168,0,active (partial),0.8585858585858587
3169,1,active (partial+cons_cv),0.8686868686868687
3170,2,active (shifted),0.8686868686868687
3171,3,active (full),0.8484848484848485
3172,4,sample everything,0.8787878787878789
3173,5,oblivious (partial),0.8585858585858587
3174,0,active (partial),0.888888888888889
3175,1,active (partial+cons_cv),0.8787878787878789
3176,2,active (shifted),0.888888888888889
3177,3,active (full),0.888888888888889
3178,4,sample everything,0.9191919191919192
3179,5,oblivious (partial),0.8686868686868687
3180,0,active (partial),0.8787878787878789
3181,1,active (partial+cons_cv),0.888888888888889
3182,2,active (shifted),0.888888888888889
3183,3,active (full),0.8787878787878789
3184,4,sample everything,0.9090909090909092
3185,5,oblivious (partial),0.8989898989898991
3186,0,active (partial),0.8787878787878789
3187,1,active (partial+cons_cv),0.8787878787878789
3188,2,active (shifted),0.888888888888889
3189,3,active (full),0.8787878787878789
3190,4,sample everything,0.9090909090909092
3191,5,oblivious (partial),0.8484848484848485
3192,0,active (partial),0.8585858585858587
3193,1,active (partial+cons_cv),0.8282828282828284
3194,2,active (shifted),0.8383838383838385
3195,3,active (full),0.8484848484848485
3196,4,sample everything,0.8383838383838385
3197,5,oblivious (partial),0.8484848484848485
3198,0,active (partial),0.8484848484848485
3199,1,active (partial+cons_cv),0.8484848484848485
3200,2,active (shifted),0.8585858585858587
3201,3,active (full),0.8585858585858587
3202,4,sample everything,0.8585858585858587
3203,5,oblivious (partial),0.8787878787878789
3204,0,active (partial),0.8686868686868687
3205,1,active (partial+cons_cv),0.8686868686868687
3206,2,active (shifted),0.8686868686868687
3207,3,active (full),0.8686868686868687
3208,4,sample everything,0.8787878787878789
3209,5,oblivious (partial),0.8686868686868687
3210,0,active (partial),0.8585858585858587
3211,1,active (partial+cons_cv),0.8585858585858587
3212,2,active (shifted),0.8585858585858587
3213,3,active (full),0.8585858585858587
3214,4,sample everything,0.8787878787878789
3215,5,oblivious (partial),0.8484848484848485
3216,0,active (partial),0.8787878787878789
3217,1,active (partial+cons_cv),0.8787878787878789
3218,2,active (shifted),0.8787878787878789
3219,3,active (full),0.8686868686868687
3220,4,sample everything,0.888888888888889
3221,5,oblivious (partial),0.8787878787878789
3222,0,active (partial),0.8585858585858587
3223,1,active (partial+cons_cv),0.8686868686868687
3224,2,active (shifted),0.8686868686868687
3225,3,active (full),0.8585858585858587
3226,4,sample everything,0.8989898989898991
3227,5,oblivious (partial),0.8585858585858587
3228,0,active (partial),0.8585858585858587
3229,1,active (partial+cons_cv),0.8585858585858587
3230,2,active (shifted),0.8787878787878789
3231,3,active (full),0.8585858585858587
3232,4,sample everything,0.8989898989898991
3233,5,oblivious (partial),0.8787878787878789
3234,0,active (partial),0.8585858585858587
3235,1,active (partial+cons_cv),0.8585858585858587
3236,2,active (shifted),0.8686868686868687
3237,3,active (full),0.8585858585858587
3238,4,sample everything,0.888888888888889
3239,5,oblivious (partial),0.8787878787878789
3240,0,active (partial),0.8787878787878789
3241,1,active (partial+cons_cv),0.888888888888889
3242,2,active (shifted),0.888888888888889
3243,3,active (full),0.8686868686868687
3244,4,sample everything,0.9090909090909092
3245,5,oblivious (partial),0.8989898989898991
3246,0,active (partial),0.888888888888889
3247,1,active (partial+cons_cv),0.8787878787878789
3248,2,active (shifted),0.888888888888889
3249,3,active (full),0.8787878787878789
3250,4,sample everything,0.8989898989898991
3251,5,oblivious (partial),0.8787878787878789
3252,0,active (partial),0.8686868686868687
3253,1,active (partial+cons_cv),0.8787878787878789
3254,2,active (shifted),0.8686868686868687
3255,3,active (full),0.8686868686868687
3256,4,sample everything,0.8686868686868687
3257,5,oblivious (partial),0.8686868686868687
3258,0,active (partial),0.8686868686868687
3259,1,active (partial+cons_cv),0.8484848484848485
3260,2,active (shifted),0.8484848484848485
3261,3,active (full),0.8686868686868687
3262,4,sample everything,0.8484848484848485
3263,5,oblivious (partial),0.8787878787878789
3264,0,active (partial),0.8484848484848485
3265,1,active (partial+cons_cv),0.8383838383838385
3266,2,active (shifted),0.8484848484848485
3267,3,active (full),0.8383838383838385
3268,4,sample everything,0.8686868686868687
3269,5,oblivious (partial),0.8787878787878789
3270,0,active (partial),0.8787878787878789
3271,1,active (partial+cons_cv),0.8686868686868687
3272,2,active (shifted),0.8686868686868687
3273,3,active (full),0.8686868686868687
3274,4,sample everything,0.8686868686868687
3275,5,oblivious (partial),0.8787878787878789
3276,0,active (partial),0.8787878787878789
3277,1,active (partial+cons_cv),0.8686868686868687
3278,2,active (shifted),0.8787878787878789
3279,3,active (full),0.8787878787878789
3280,4,sample everything,0.8787878787878789
3281,5,oblivious (partial),0.8787878787878789
3282,0,active (partial),0.8787878787878789
3283,1,active (partial+cons_cv),0.8585858585858587
3284,2,active (shifted),0.8585858585858587
3285,3,active (full),0.8787878787878789
3286,4,sample everything,0.8585858585858587
3287,5,oblivious (partial),0.8686868686868687
3288,0,active (partial),0.8686868686868687
3289,1,active (partial+cons_cv),0.8585858585858587
3290,2,active (shifted),0.8787878787878789
3291,3,active (full),0.8686868686868687
3292,4,sample everything,0.9090909090909092
3293,5,oblivious (partial),0.888888888888889
3294,0,active (partial),0.8787878787878789
3295,1,active (partial+cons_cv),0.8686868686868687
3296,2,active (shifted),0.8787878787878789
3297,3,active (full),0.8787878787878789
3298,4,sample everything,0.8989898989898991
3299,5,oblivious (partial),0.8686868686868687
3300,0,active (partial),0.8585858585858587
3301,1,active (partial+cons_cv),0.8686868686868687
3302,2,active (shifted),0.8686868686868687
3303,3,active (full),0.8585858585858587
3304,4,sample everything,0.8787878787878789
3305,5,oblivious (partial),0.8585858585858587
3306,0,active (partial),0.8585858585858587
3307,1,active (partial+cons_cv),0.8585858585858587
3308,2,active (shifted),0.8686868686868687
3309,3,active (full),0.8585858585858587
3310,4,sample everything,0.8787878787878789
3311,5,oblivious (partial),0.8585858585858587
3312,0,active (partial),0.888888888888889
3313,1,active (partial+cons_cv),0.8787878787878789
3314,2,active (shifted),0.8787878787878789
3315,3,active (full),0.8787878787878789
3316,4,sample everything,0.8989898989898991
3317,5,oblivious (partial),0.8585858585858587
3318,0,active (partial),0.8787878787878789
3319,1,active (partial+cons_cv),0.8686868686868687
3320,2,active (shifted),0.8686868686868687
3321,3,active (full),0.8686868686868687
3322,4,sample everything,0.8686868686868687
3323,5,oblivious (partial),0.8787878787878789
3324,0,active (partial),0.8686868686868687
3325,1,active (partial+cons_cv),0.8585858585858587
3326,2,active (shifted),0.8484848484848485
3327,3,active (full),0.8686868686868687
3328,4,sample everything,0.8484848484848485
3329,5,oblivious (partial),0.8585858585858587
3330,0,active (partial),0.8686868686868687
3331,1,active (partial+cons_cv),0.8686868686868687
3332,2,active (shifted),0.8686868686868687
3333,3,active (full),0.8686868686868687
3334,4,sample everything,0.8989898989898991
3335,5,oblivious (partial),0.8787878787878789
3336,0,active (partial),0.8787878787878789
3337,1,active (partial+cons_cv),0.8686868686868687
3338,2,active (shifted),0.8787878787878789
3339,3,active (full),0.8686868686868687
3340,4,sample everything,0.888888888888889
3341,5,oblivious (partial),0.8585858585858587
3342,0,active (partial),0.8585858585858587
3343,1,active (partial+cons_cv),0.8484848484848485
3344,2,active (shifted),0.8585858585858587
3345,3,active (full),0.8484848484848485
3346,4,sample everything,0.8989898989898991
3347,5,oblivious (partial),0.8787878787878789
3348,0,active (partial),0.8787878787878789
3349,1,active (partial+cons_cv),0.8787878787878789
3350,2,active (shifted),0.8484848484848485
3351,3,active (full),0.8787878787878789
3352,4,sample everything,0.8484848484848485
3353,5,oblivious (partial),0.8787878787878789
3354,0,active (partial),0.8585858585858587
3355,1,active (partial+cons_cv),0.8484848484848485
3356,2,active (shifted),0.8686868686868687
3357,3,active (full),0.8484848484848485
3358,4,sample everything,0.888888888888889
3359,5,oblivious (partial),0.8787878787878789
3360,0,active (partial),0.8787878787878789
3361,1,active (partial+cons_cv),0.8787878787878789
3362,2,active (shifted),0.888888888888889
3363,3,active (full),0.8787878787878789
3364,4,sample everything,0.9090909090909092
3365,5,oblivious (partial),0.8787878787878789
3366,0,active (partial),0.8686868686868687
3367,1,active (partial+cons_cv),0.8585858585858587
3368,2,active (shifted),0.8787878787878789
3369,3,active (full),0.8686868686868687
3370,4,sample everything,0.8989898989898991
3371,5,oblivious (partial),0.888888888888889
3372,0,active (partial),0.8585858585858587
3373,1,active (partial+cons_cv),0.8686868686868687
3374,2,active (shifted),0.8686868686868687
3375,3,active (full),0.8585858585858587
3376,4,sample everything,0.888888888888889
3377,5,oblivious (partial),0.8787878787878789
3378,0,active (partial),0.8686868686868687
3379,1,active (partial+cons_cv),0.8787878787878789
3380,2,active (shifted),0.8686868686868687
3381,3,active (full),0.8686868686868687
3382,4,sample everything,0.8989898989898991
3383,5,oblivious (partial),0.8787878787878789
3384,0,active (partial),0.8585858585858587
3385,1,active (partial+cons_cv),0.8585858585858587
3386,2,active (shifted),0.8585858585858587
3387,3,active (full),0.8585858585858587
3388,4,sample everything,0.8686868686868687
3389,5,oblivious (partial),0.888888888888889
3390,0,active (partial),0.8686868686868687
3391,1,active (partial+cons_cv),0.8686868686868687
3392,2,active (shifted),0.8787878787878789
3393,3,active (full),0.8686868686868687
3394,4,sample everything,0.8989898989898991
3395,5,oblivious (partial),0.8686868686868687
3396,0,active (partial),0.8787878787878789
3397,1,active (partial+cons_cv),0.888888888888889
3398,2,active (shifted),0.8989898989898991
3399,3,active (full),0.8787878787878789
3400,4,sample everything,0.9292929292929294
3401,5,oblivious (partial),0.8585858585858587
3402,0,active (partial),0.8585858585858587
3403,1,active (partial+cons_cv),0.8585858585858587
3404,2,active (shifted),0.8686868686868687
3405,3,active (full),0.8585858585858587
3406,4,sample everything,0.8989898989898991
3407,5,oblivious (partial),0.8484848484848485
3408,0,active (partial),0.8686868686868687
3409,1,active (partial+cons_cv),0.8585858585858587
3410,2,active (shifted),0.8080808080808082
3411,3,active (full),0.8585858585858587
3412,4,sample everything,0.8080808080808082
3413,5,oblivious (partial),0.8585858585858587
3414,0,active (partial),0.888888888888889
3415,1,active (partial+cons_cv),0.8787878787878789
3416,2,active (shifted),0.888888888888889
3417,3,active (full),0.888888888888889
3418,4,sample everything,0.8989898989898991
3419,5,oblivious (partial),0.8686868686868687
3420,0,active (partial),0.8686868686868687
3421,1,active (partial+cons_cv),0.8787878787878789
3422,2,active (shifted),0.8787878787878789
3423,3,active (full),0.8686868686868687
3424,4,sample everything,0.9090909090909092
3425,5,oblivious (partial),0.888888888888889
3426,0,active (partial),0.888888888888889
3427,1,active (partial+cons_cv),0.888888888888889
3428,2,active (shifted),0.888888888888889
3429,3,active (full),0.8787878787878789
3430,4,sample everything,0.8989898989898991
3431,5,oblivious (partial),0.888888888888889
3432,0,active (partial),0.8787878787878789
3433,1,active (partial+cons_cv),0.888888888888889
3434,2,active (shifted),0.8989898989898991
3435,3,active (full),0.8787878787878789
3436,4,sample everything,0.9292929292929294
3437,5,oblivious (partial),0.888888888888889
3438,0,active (partial),0.8787878787878789
3439,1,active (partial+cons_cv),0.8787878787878789
3440,2,active (shifted),0.888888888888889
3441,3,active (full),0.8686868686868687
3442,4,sample everything,0.9292929292929294
3443,5,oblivious (partial),0.8686868686868687
3444,0,active (partial),0.888888888888889
3445,1,active (partial+cons_cv),0.888888888888889
3446,2,active (shifted),0.888888888888889
3447,3,active (full),0.8787878787878789
3448,4,sample everything,0.888888888888889
3449,5,oblivious (partial),0.8686868686868687
3450,0,active (partial),0.8585858585858587
3451,1,active (partial+cons_cv),0.8787878787878789
3452,2,active (shifted),0.8787878787878789
3453,3,active (full),0.8585858585858587
3454,4,sample everything,0.9191919191919192
3455,5,oblivious (partial),0.8686868686868687
3456,0,active (partial),0.8686868686868687
3457,1,active (partial+cons_cv),0.8686868686868687
3458,2,active (shifted),0.8787878787878789
3459,3,active (full),0.8686868686868687
3460,4,sample everything,0.8989898989898991
3461,5,oblivious (partial),0.888888888888889
3462,0,active (partial),0.8787878787878789
3463,1,active (partial+cons_cv),0.8686868686868687
3464,2,active (shifted),0.8686868686868687
3465,3,active (full),0.8787878787878789
3466,4,sample everything,0.8686868686868687
3467,5,oblivious (partial),0.8686868686868687
3468,0,active (partial),0.8787878787878789
3469,1,active (partial+cons_cv),0.8686868686868687
3470,2,active (shifted),0.8686868686868687
3471,3,active (full),0.8686868686868687
3472,4,sample everything,0.8787878787878789
3473,5,oblivious (partial),0.8585858585858587
3474,0,active (partial),0.8686868686868687
3475,1,active (partial+cons_cv),0.8787878787878789
3476,2,active (shifted),0.8787878787878789
3477,3,active (full),0.8787878787878789
3478,4,sample everything,0.9090909090909092
3479,5,oblivious (partial),0.8787878787878789
3480,0,active (partial),0.888888888888889
3481,1,active (partial+cons_cv),0.888888888888889
3482,2,active (shifted),0.888888888888889
3483,3,active (full),0.888888888888889
3484,4,sample everything,0.9090909090909092
3485,5,oblivious (partial),0.8585858585858587
3486,0,active (partial),0.8686868686868687
3487,1,active (partial+cons_cv),0.8686868686868687
3488,2,active (shifted),0.8686868686868687
3489,3,active (full),0.8585858585858587
3490,4,sample everything,0.8686868686868687
3491,5,oblivious (partial),0.8787878787878789
3492,0,active (partial),0.8484848484848485
3493,1,active (partial+cons_cv),0.8383838383838385
3494,2,active (shifted),0.8585858585858587
3495,3,active (full),0.8484848484848485
3496,4,sample everything,0.8585858585858587
3497,5,oblivious (partial),0.8484848484848485
3498,0,active (partial),0.8787878787878789
3499,1,active (partial+cons_cv),0.888888888888889
3500,2,active (shifted),0.888888888888889
3501,3,active (full),0.8787878787878789
3502,4,sample everything,0.9090909090909092
3503,5,oblivious (partial),0.8686868686868687
3504,0,active (partial),0.8686868686868687
3505,1,active (partial+cons_cv),0.8585858585858587
3506,2,active (shifted),0.8686868686868687
3507,3,active (full),0.8686868686868687
3508,4,sample everything,0.8787878787878789
3509,5,oblivious (partial),0.888888888888889
3510,0,active (partial),0.8585858585858587
3511,1,active (partial+cons_cv),0.8585858585858587
3512,2,active (shifted),0.8585858585858587
3513,3,active (full),0.8585858585858587
3514,4,sample everything,0.8787878787878789
3515,5,oblivious (partial),0.8787878787878789
3516,0,active (partial),0.8787878787878789
3517,1,active (partial+cons_cv),0.8787878787878789
3518,2,active (shifted),0.8787878787878789
3519,3,active (full),0.8686868686868687
3520,4,sample everything,0.8989898989898991
3521,5,oblivious (partial),0.888888888888889
3522,0,active (partial),0.8787878787878789
3523,1,active (partial+cons_cv),0.8787878787878789
3524,2,active (shifted),0.8787878787878789
3525,3,active (full),0.8686868686868687
3526,4,sample everything,0.9090909090909092
3527,5,oblivious (partial),0.8787878787878789
3528,0,active (partial),0.8686868686868687
3529,1,active (partial+cons_cv),0.8686868686868687
3530,2,active (shifted),0.8686868686868687
3531,3,active (full),0.8585858585858587
3532,4,sample everything,0.8787878787878789
3533,5,oblivious (partial),0.8484848484848485
3534,0,active (partial),0.8686868686868687
3535,1,active (partial+cons_cv),0.8686868686868687
3536,2,active (shifted),0.8686868686868687
3537,3,active (full),0.8686868686868687
3538,4,sample everything,0.8787878787878789
3539,5,oblivious (partial),0.8585858585858587
3540,0,active (partial),0.888888888888889
3541,1,active (partial+cons_cv),0.8787878787878789
3542,2,active (shifted),0.888888888888889
3543,3,active (full),0.8787878787878789
3544,4,sample everything,0.9090909090909092
3545,5,oblivious (partial),0.8686868686868687
3546,0,active (partial),0.8686868686868687
3547,1,active (partial+cons_cv),0.8686868686868687
3548,2,active (shifted),0.8787878787878789
3549,3,active (full),0.8686868686868687
3550,4,sample everything,0.888888888888889
3551,5,oblivious (partial),0.8585858585858587
3552,0,active (partial),0.8585858585858587
3553,1,active (partial+cons_cv),0.8686868686868687
3554,2,active (shifted),0.8686868686868687
3555,3,active (full),0.8585858585858587
3556,4,sample everything,0.888888888888889
3557,5,oblivious (partial),0.8686868686868687
3558,0,active (partial),0.8686868686868687
3559,1,active (partial+cons_cv),0.8787878787878789
3560,2,active (shifted),0.8787878787878789
3561,3,active (full),0.8686868686868687
3562,4,sample everything,0.888888888888889
3563,5,oblivious (partial),0.8787878787878789
3564,0,active (partial),0.888888888888889
3565,1,active (partial+cons_cv),0.888888888888889
3566,2,active (shifted),0.8989898989898991
3567,3,active (full),0.888888888888889
3568,4,sample everything,0.9393939393939394
3569,5,oblivious (partial),0.8585858585858587
3570,0,active (partial),0.8686868686868687
3571,1,active (partial+cons_cv),0.8585858585858587
3572,2,active (shifted),0.8686868686868687
3573,3,active (full),0.8686868686868687
3574,4,sample everything,0.8686868686868687
3575,5,oblivious (partial),0.8585858585858587
3576,0,active (partial),0.888888888888889
3577,1,active (partial+cons_cv),0.888888888888889
3578,2,active (shifted),0.8989898989898991
3579,3,active (full),0.888888888888889
3580,4,sample everything,0.9191919191919192
3581,5,oblivious (partial),0.8787878787878789
3582,0,active (partial),0.8484848484848485
3583,1,active (partial+cons_cv),0.8484848484848485
3584,2,active (shifted),0.8585858585858587
3585,3,active (full),0.8484848484848485
3586,4,sample everything,0.8989898989898991
3587,5,oblivious (partial),0.8484848484848485
3588,0,active (partial),0.8787878787878789
3589,1,active (partial+cons_cv),0.8787878787878789
3590,2,active (shifted),0.8080808080808082
3591,3,active (full),0.8787878787878789
3592,4,sample everything,0.8080808080808082
3593,5,oblivious (partial),0.8686868686868687
3594,0,active (partial),0.8686868686868687
3595,1,active (partial+cons_cv),0.8585858585858587
3596,2,active (shifted),0.8585858585858587
3597,3,active (full),0.8686868686868687
3598,4,sample everything,0.8585858585858587
3599,5,oblivious (partial),0.8686868686868687
3600,0,active (partial),0.888888888888889
3601,1,active (partial+cons_cv),0.8585858585858587
3602,2,active (shifted),0.8585858585858587
3603,3,active (full),0.8787878787878789
3604,4,sample everything,0.8585858585858587
3605,5,oblivious (partial),0.888888888888889
3606,0,active (partial),0.8686868686868687
3607,1,active (partial+cons_cv),0.8686868686868687
3608,2,active (shifted),0.8787878787878789
3609,3,active (full),0.8686868686868687
3610,4,sample everything,0.8989898989898991
3611,5,oblivious (partial),0.8585858585858587
3612,0,active (partial),0.8787878787878789
3613,1,active (partial+cons_cv),0.8989898989898991
3614,2,active (shifted),0.8989898989898991
3615,3,active (full),0.8787878787878789
3616,4,sample everything,0.9191919191919192
3617,5,oblivious (partial),0.8787878787878789
3618,0,active (partial),0.8585858585858587
3619,1,active (partial+cons_cv),0.8686868686868687
3620,2,active (shifted),0.8787878787878789
3621,3,active (full),0.8585858585858587
3622,4,sample everything,0.8989898989898991
3623,5,oblivious (partial),0.8787878787878789
3624,0,active (partial),0.8686868686868687
3625,1,active (partial+cons_cv),0.8585858585858587
3626,2,active (shifted),0.8585858585858587
3627,3,active (full),0.8585858585858587
3628,4,sample everything,0.8787878787878789
3629,5,oblivious (partial),0.8686868686868687
3630,0,active (partial),0.8484848484848485
3631,1,active (partial+cons_cv),0.8686868686868687
3632,2,active (shifted),0.8686868686868687
3633,3,active (full),0.8484848484848485
3634,4,sample everything,0.8989898989898991
3635,5,oblivious (partial),0.8989898989898991
3636,0,active (partial),0.8787878787878789
3637,1,active (partial+cons_cv),0.8787878787878789
3638,2,active (shifted),0.8787878787878789
3639,3,active (full),0.8686868686868687
3640,4,sample everything,0.8787878787878789
3641,5,oblivious (partial),0.8585858585858587
3642,0,active (partial),0.8686868686868687
3643,1,active (partial+cons_cv),0.8686868686868687
3644,2,active (shifted),0.888888888888889
3645,3,active (full),0.8686868686868687
3646,4,sample everything,0.8989898989898991
3647,5,oblivious (partial),0.8686868686868687
3648,0,active (partial),0.8686868686868687
3649,1,active (partial+cons_cv),0.8686868686868687
3650,2,active (shifted),0.8686868686868687
3651,3,active (full),0.8585858585858587
3652,4,sample everything,0.8787878787878789
3653,5,oblivious (partial),0.8282828282828284
3654,0,active (partial),0.8585858585858587
3655,1,active (partial+cons_cv),0.8686868686868687
3656,2,active (shifted),0.8787878787878789
3657,3,active (full),0.8585858585858587
3658,4,sample everything,0.888888888888889
3659,5,oblivious (partial),0.8585858585858587
3660,0,active (partial),0.8686868686868687
3661,1,active (partial+cons_cv),0.8585858585858587
3662,2,active (shifted),0.8585858585858587
3663,3,active (full),0.8686868686868687
3664,4,sample everything,0.8585858585858587
3665,5,oblivious (partial),0.888888888888889
3666,0,active (partial),0.8787878787878789
3667,1,active (partial+cons_cv),0.8686868686868687
3668,2,active (shifted),0.8787878787878789
3669,3,active (full),0.8686868686868687
3670,4,sample everything,0.888888888888889
3671,5,oblivious (partial),0.8989898989898991
3672,0,active (partial),0.8787878787878789
3673,1,active (partial+cons_cv),0.8686868686868687
3674,2,active (shifted),0.888888888888889
3675,3,active (full),0.8686868686868687
3676,4,sample everything,0.8989898989898991
3677,5,oblivious (partial),0.8585858585858587
3678,0,active (partial),0.8686868686868687
3679,1,active (partial+cons_cv),0.8787878787878789
3680,2,active (shifted),0.8787878787878789
3681,3,active (full),0.8686868686868687
3682,4,sample everything,0.888888888888889
3683,5,oblivious (partial),0.888888888888889
3684,0,active (partial),0.8686868686868687
3685,1,active (partial+cons_cv),0.8787878787878789
3686,2,active (shifted),0.8787878787878789
3687,3,active (full),0.8686868686868687
3688,4,sample everything,0.888888888888889
3689,5,oblivious (partial),0.8686868686868687
3690,0,active (partial),0.8585858585858587
3691,1,active (partial+cons_cv),0.8585858585858587
3692,2,active (shifted),0.8787878787878789
3693,3,active (full),0.8585858585858587
3694,4,sample everything,0.8989898989898991
3695,5,oblivious (partial),0.8484848484848485
3696,0,active (partial),0.8686868686868687
3697,1,active (partial+cons_cv),0.8686868686868687
3698,2,active (shifted),0.8787878787878789
3699,3,active (full),0.8686868686868687
3700,4,sample everything,0.9090909090909092
3701,5,oblivious (partial),0.8585858585858587
3702,0,active (partial),0.8787878787878789
3703,1,active (partial+cons_cv),0.8686868686868687
3704,2,active (shifted),0.8787878787878789
3705,3,active (full),0.8787878787878789
3706,4,sample everything,0.8989898989898991
3707,5,oblivious (partial),0.8787878787878789
3708,0,active (partial),0.8484848484848485
3709,1,active (partial+cons_cv),0.8383838383838385
3710,2,active (shifted),0.8080808080808082
3711,3,active (full),0.8484848484848485
3712,4,sample everything,0.8080808080808082
3713,5,oblivious (partial),0.8787878787878789
3714,0,active (partial),0.8585858585858587
3715,1,active (partial+cons_cv),0.8686868686868687
3716,2,active (shifted),0.8686868686868687
3717,3,active (full),0.8585858585858587
3718,4,sample everything,0.888888888888889
3719,5,oblivious (partial),0.8686868686868687
3720,0,active (partial),0.8383838383838385
3721,1,active (partial+cons_cv),0.8585858585858587
3722,2,active (shifted),0.8585858585858587
3723,3,active (full),0.8383838383838385
3724,4,sample everything,0.888888888888889
3725,5,oblivious (partial),0.8686868686868687
3726,0,active (partial),0.8585858585858587
3727,1,active (partial+cons_cv),0.8585858585858587
3728,2,active (shifted),0.8585858585858587
3729,3,active (full),0.8585858585858587
3730,4,sample everything,0.8686868686868687
3731,5,oblivious (partial),0.8484848484848485
3732,0,active (partial),0.8787878787878789
3733,1,active (partial+cons_cv),0.8787878787878789
3734,2,active (shifted),0.888888888888889
3735,3,active (full),0.8787878787878789
3736,4,sample everything,0.8989898989898991
3737,5,oblivious (partial),0.8787878787878789
3738,0,active (partial),0.8787878787878789
3739,1,active (partial+cons_cv),0.8989898989898991
3740,2,active (shifted),0.8686868686868687
3741,3,active (full),0.8686868686868687
3742,4,sample everything,0.888888888888889
3743,5,oblivious (partial),0.8787878787878789
3744,0,active (partial),0.8787878787878789
3745,1,active (partial+cons_cv),0.888888888888889
3746,2,active (shifted),0.888888888888889
3747,3,active (full),0.8787878787878789
3748,4,sample everything,0.9090909090909092
3749,5,oblivious (partial),0.8787878787878789
3750,0,active (partial),0.8787878787878789
3751,1,active (partial+cons_cv),0.8787878787878789
3752,2,active (shifted),0.888888888888889
3753,3,active (full),0.8787878787878789
3754,4,sample everything,0.8989898989898991
3755,5,oblivious (partial),0.8585858585858587
3756,0,active (partial),0.8686868686868687
3757,1,active (partial+cons_cv),0.8686868686868687
3758,2,active (shifted),0.8787878787878789
3759,3,active (full),0.8686868686868687
3760,4,sample everything,0.8989898989898991
3761,5,oblivious (partial),0.8787878787878789
3762,0,active (partial),0.8686868686868687
3763,1,active (partial+cons_cv),0.8585858585858587
3764,2,active (shifted),0.8585858585858587
3765,3,active (full),0.8686868686868687
3766,4,sample everything,0.8585858585858587
3767,5,oblivious (partial),0.8585858585858587
3768,0,active (partial),0.8585858585858587
3769,1,active (partial+cons_cv),0.8585858585858587
3770,2,active (shifted),0.8686868686868687
3771,3,active (full),0.8484848484848485
3772,4,sample everything,0.888888888888889
3773,5,oblivious (partial),0.8383838383838385
3774,0,active (partial),0.8787878787878789
3775,1,active (partial+cons_cv),0.8787878787878789
3776,2,active (shifted),0.8787878787878789
3777,3,active (full),0.8787878787878789
3778,4,sample everything,0.888888888888889
3779,5,oblivious (partial),0.8383838383838385
3780,0,active (partial),0.8686868686868687
3781,1,active (partial+cons_cv),0.8787878787878789
3782,2,active (shifted),0.888888888888889
3783,3,active (full),0.8686868686868687
3784,4,sample everything,0.8989898989898991
3785,5,oblivious (partial),0.8989898989898991
3786,0,active (partial),0.8585858585858587
3787,1,active (partial+cons_cv),0.8484848484848485
3788,2,active (shifted),0.8686868686868687
3789,3,active (full),0.8484848484848485
3790,4,sample everything,0.8989898989898991
3791,5,oblivious (partial),0.8787878787878789
3792,0,active (partial),0.8686868686868687
3793,1,active (partial+cons_cv),0.8686868686868687
3794,2,active (shifted),0.8686868686868687
3795,3,active (full),0.8585858585858587
3796,4,sample everything,0.888888888888889
3797,5,oblivious (partial),0.8686868686868687
3798,0,active (partial),0.8585858585858587
3799,1,active (partial+cons_cv),0.8585858585858587
3800,2,active (shifted),0.8585858585858587
3801,3,active (full),0.8484848484848485
3802,4,sample everything,0.8787878787878789
3803,5,oblivious (partial),0.888888888888889
3804,0,active (partial),0.8585858585858587
3805,1,active (partial+cons_cv),0.8383838383838385
3806,2,active (shifted),0.8585858585858587
3807,3,active (full),0.8585858585858587
3808,4,sample everything,0.8686868686868687
3809,5,oblivious (partial),0.8585858585858587
3810,0,active (partial),0.8686868686868687
3811,1,active (partial+cons_cv),0.8787878787878789
3812,2,active (shifted),0.8787878787878789
3813,3,active (full),0.8686868686868687
3814,4,sample everything,0.888888888888889
3815,5,oblivious (partial),0.8686868686868687
3816,0,active (partial),0.8686868686868687
3817,1,active (partial+cons_cv),0.8686868686868687
3818,2,active (shifted),0.8686868686868687
3819,3,active (full),0.8686868686868687
3820,4,sample everything,0.8686868686868687
3821,5,oblivious (partial),0.8686868686868687
3822,0,active (partial),0.8585858585858587
3823,1,active (partial+cons_cv),0.8787878787878789
3824,2,active (shifted),0.8686868686868687
3825,3,active (full),0.8585858585858587
3826,4,sample everything,0.888888888888889
3827,5,oblivious (partial),0.888888888888889
3828,0,active (partial),0.8585858585858587
3829,1,active (partial+cons_cv),0.8686868686868687
3830,2,active (shifted),0.8686868686868687
3831,3,active (full),0.8585858585858587
3832,4,sample everything,0.888888888888889
