,index,Method,$\widehat{\beta}$
1108,4,sample everything,0.8989898989898991
1109,5,oblivious (partial),0.8686868686868687
1110,0,active (partial),0.8686868686868687
1111,1,active (partial+cons_cv),0.8787878787878789
1112,2,active (shifted),0.8787878787878789
1113,3,active (full),0.8686868686868687
1114,4,sample everything,0.8989898989898991
1115,5,oblivious (partial),0.8787878787878789
1116,0,active (partial),0.8787878787878789
1117,1,active (partial+cons_cv),0.8686868686868687
1118,2,active (shifted),0.8585858585858587
1119,3,active (full),0.8787878787878789
1120,4,sample everything,0.8585858585858587
1121,5,oblivious (partial),0.8686868686868687
1122,0,active (partial),0.8585858585858587
1123,1,active (partial+cons_cv),0.8787878787878789
1124,2,active (shifted),0.8686868686868687
1125,3,active (full),0.8585858585858587
1126,4,sample everything,0.8989898989898991
1127,5,oblivious (partial),0.8484848484848485
1128,0,active (partial),0.8585858585858587
1129,1,active (partial+cons_cv),0.8585858585858587
1130,2,active (shifted),0.8787878787878789
1131,3,active (full),0.8585858585858587
1132,4,sample everything,0.8989898989898991
1133,5,oblivious (partial),0.888888888888889
1134,0,active (partial),0.8484848484848485
1135,1,active (partial+cons_cv),0.8383838383838385
1136,2,active (shifted),0.8282828282828284
1137,3,active (full),0.8484848484848485
1138,4,sample everything,0.8282828282828284
1139,5,oblivious (partial),0.8686868686868687
1140,0,active (partial),0.8787878787878789
1141,1,active (partial+cons_cv),0.8787878787878789
1142,2,active (shifted),0.8787878787878789
1143,3,active (full),0.8787878787878789
1144,4,sample everything,0.8787878787878789
1145,5,oblivious (partial),0.8585858585858587
1146,0,active (partial),0.888888888888889
1147,1,active (partial+cons_cv),0.888888888888889
1148,2,active (shifted),0.8989898989898991
1149,3,active (full),0.888888888888889
1150,4,sample everything,0.8989898989898991
1151,5,oblivious (partial),0.8787878787878789
1152,0,active (partial),0.8585858585858587
1153,1,active (partial+cons_cv),0.8585858585858587
1154,2,active (shifted),0.8585858585858587
1155,3,active (full),0.8484848484848485
1156,4,sample everything,0.8585858585858587
1157,5,oblivious (partial),0.8686868686868687
1158,0,active (partial),0.8484848484848485
1159,1,active (partial+cons_cv),0.8484848484848485
1160,2,active (shifted),0.8484848484848485
1161,3,active (full),0.8484848484848485
1162,4,sample everything,0.8686868686868687
1163,5,oblivious (partial),0.888888888888889
1164,0,active (partial),0.8787878787878789
1165,1,active (partial+cons_cv),0.888888888888889
1166,2,active (shifted),0.888888888888889
1167,3,active (full),0.8686868686868687
1168,4,sample everything,0.9191919191919192
1169,5,oblivious (partial),0.8686868686868687
1170,0,active (partial),0.8686868686868687
1171,1,active (partial+cons_cv),0.8686868686868687
1172,2,active (shifted),0.8686868686868687
1173,3,active (full),0.8686868686868687
1174,4,sample everything,0.888888888888889
1175,5,oblivious (partial),0.8686868686868687
1176,0,active (partial),0.8686868686868687
1177,1,active (partial+cons_cv),0.8686868686868687
1178,2,active (shifted),0.888888888888889
1179,3,active (full),0.8686868686868687
1180,4,sample everything,0.8989898989898991
1181,5,oblivious (partial),0.8787878787878789
1182,0,active (partial),0.8585858585858587
1183,1,active (partial+cons_cv),0.8686868686868687
1184,2,active (shifted),0.8686868686868687
1185,3,active (full),0.8585858585858587
1186,4,sample everything,0.888888888888889
1187,5,oblivious (partial),0.8383838383838385
1188,0,active (partial),0.8686868686868687
1189,1,active (partial+cons_cv),0.8484848484848485
1190,2,active (shifted),0.8484848484848485
1191,3,active (full),0.8686868686868687
1192,4,sample everything,0.8484848484848485
1193,5,oblivious (partial),0.888888888888889
1194,0,active (partial),0.8989898989898991
1195,1,active (partial+cons_cv),0.888888888888889
1196,2,active (shifted),0.8989898989898991
1197,3,active (full),0.8989898989898991
1198,4,sample everything,0.9191919191919192
1199,5,oblivious (partial),0.8585858585858587
1200,0,active (partial),0.8686868686868687
1201,1,active (partial+cons_cv),0.8282828282828284
1202,2,active (shifted),0.8080808080808082
1203,3,active (full),0.8585858585858587
1204,4,sample everything,0.8080808080808082
1205,5,oblivious (partial),0.8787878787878789
1206,0,active (partial),0.8787878787878789
1207,1,active (partial+cons_cv),0.8686868686868687
1208,2,active (shifted),0.888888888888889
1209,3,active (full),0.8686868686868687
1210,4,sample everything,0.9090909090909092
1211,5,oblivious (partial),0.888888888888889
1212,0,active (partial),0.888888888888889
1213,1,active (partial+cons_cv),0.8989898989898991
1214,2,active (shifted),0.8989898989898991
1215,3,active (full),0.888888888888889
1216,4,sample everything,0.9191919191919192
1217,5,oblivious (partial),0.8787878787878789
1218,0,active (partial),0.8787878787878789
1219,1,active (partial+cons_cv),0.888888888888889
1220,2,active (shifted),0.888888888888889
1221,3,active (full),0.8787878787878789
1222,4,sample everything,0.9090909090909092
1223,5,oblivious (partial),0.8787878787878789
1224,0,active (partial),0.8787878787878789
1225,1,active (partial+cons_cv),0.8787878787878789
1226,2,active (shifted),0.8787878787878789
1227,3,active (full),0.8787878787878789
1228,4,sample everything,0.8989898989898991
1229,5,oblivious (partial),0.8585858585858587
1230,0,active (partial),0.888888888888889
1231,1,active (partial+cons_cv),0.888888888888889
1232,2,active (shifted),0.8989898989898991
1233,3,active (full),0.888888888888889
1234,4,sample everything,0.8989898989898991
1235,5,oblivious (partial),0.8585858585858587
1236,0,active (partial),0.8686868686868687
1237,1,active (partial+cons_cv),0.8686868686868687
1238,2,active (shifted),0.8787878787878789
1239,3,active (full),0.8686868686868687
1240,4,sample everything,0.9090909090909092
1241,5,oblivious (partial),0.8484848484848485
1242,0,active (partial),0.8585858585858587
1243,1,active (partial+cons_cv),0.8585858585858587
1244,2,active (shifted),0.8686868686868687
1245,3,active (full),0.8585858585858587
1246,4,sample everything,0.888888888888889
1247,5,oblivious (partial),0.888888888888889
1248,0,active (partial),0.8686868686868687
1249,1,active (partial+cons_cv),0.8787878787878789
1250,2,active (shifted),0.8787878787878789
1251,3,active (full),0.8686868686868687
1252,4,sample everything,0.9090909090909092
1253,5,oblivious (partial),0.8282828282828284
1254,0,active (partial),0.8686868686868687
1255,1,active (partial+cons_cv),0.8787878787878789
1256,2,active (shifted),0.8787878787878789
1257,3,active (full),0.8686868686868687
1258,4,sample everything,0.8989898989898991
1259,5,oblivious (partial),0.8686868686868687
1260,0,active (partial),0.8686868686868687
1261,1,active (partial+cons_cv),0.8585858585858587
1262,2,active (shifted),0.8585858585858587
1263,3,active (full),0.8585858585858587
1264,4,sample everything,0.8585858585858587
1265,5,oblivious (partial),0.8787878787878789
1266,0,active (partial),0.8787878787878789
1267,1,active (partial+cons_cv),0.8787878787878789
1268,2,active (shifted),0.8787878787878789
1269,3,active (full),0.8787878787878789
1270,4,sample everything,0.8989898989898991
1271,5,oblivious (partial),0.888888888888889
1272,0,active (partial),0.8686868686868687
1273,1,active (partial+cons_cv),0.8787878787878789
1274,2,active (shifted),0.8787878787878789
1275,3,active (full),0.8686868686868687
1276,4,sample everything,0.8787878787878789
1277,5,oblivious (partial),0.8787878787878789
1278,0,active (partial),0.8585858585858587
1279,1,active (partial+cons_cv),0.8585858585858587
1280,2,active (shifted),0.8585858585858587
1281,3,active (full),0.8585858585858587
1282,4,sample everything,0.8686868686868687
1283,5,oblivious (partial),0.8787878787878789
1284,0,active (partial),0.8686868686868687
1285,1,active (partial+cons_cv),0.8686868686868687
1286,2,active (shifted),0.8686868686868687
1287,3,active (full),0.8686868686868687
1288,4,sample everything,0.8787878787878789
1289,5,oblivious (partial),0.8484848484848485
1290,0,active (partial),0.8585858585858587
1291,1,active (partial+cons_cv),0.8585858585858587
1292,2,active (shifted),0.8585858585858587
1293,3,active (full),0.8585858585858587
1294,4,sample everything,0.8585858585858587
1295,5,oblivious (partial),0.8585858585858587
1296,0,active (partial),0.8686868686868687
1297,1,active (partial+cons_cv),0.8686868686868687
1298,2,active (shifted),0.8686868686868687
1299,3,active (full),0.8585858585858587
1300,4,sample everything,0.9090909090909092
1301,5,oblivious (partial),0.888888888888889
1302,0,active (partial),0.8787878787878789
1303,1,active (partial+cons_cv),0.888888888888889
1304,2,active (shifted),0.888888888888889
1305,3,active (full),0.8787878787878789
1306,4,sample everything,0.8989898989898991
1307,5,oblivious (partial),0.8686868686868687
1308,0,active (partial),0.8686868686868687
1309,1,active (partial+cons_cv),0.8686868686868687
1310,2,active (shifted),0.8787878787878789
1311,3,active (full),0.8686868686868687
1312,4,sample everything,0.9090909090909092
1313,5,oblivious (partial),0.8686868686868687
1314,0,active (partial),0.8787878787878789
1315,1,active (partial+cons_cv),0.8686868686868687
1316,2,active (shifted),0.888888888888889
1317,3,active (full),0.8787878787878789
1318,4,sample everything,0.888888888888889
1319,5,oblivious (partial),0.8787878787878789
1320,0,active (partial),0.8787878787878789
1321,1,active (partial+cons_cv),0.888888888888889
1322,2,active (shifted),0.888888888888889
1323,3,active (full),0.8787878787878789
1324,4,sample everything,0.9090909090909092
1325,5,oblivious (partial),0.8686868686868687
1326,0,active (partial),0.8484848484848485
1327,1,active (partial+cons_cv),0.8383838383838385
1328,2,active (shifted),0.8383838383838385
1329,3,active (full),0.8484848484848485
1330,4,sample everything,0.8484848484848485
1331,5,oblivious (partial),0.8585858585858587
1332,0,active (partial),0.8686868686868687
1333,1,active (partial+cons_cv),0.8585858585858587
1334,2,active (shifted),0.8787878787878789
1335,3,active (full),0.8686868686868687
1336,4,sample everything,0.888888888888889
1337,5,oblivious (partial),0.8585858585858587
1338,0,active (partial),0.8686868686868687
1339,1,active (partial+cons_cv),0.8686868686868687
1340,2,active (shifted),0.8787878787878789
1341,3,active (full),0.8686868686868687
1342,4,sample everything,0.888888888888889
1343,5,oblivious (partial),0.8585858585858587
1344,0,active (partial),0.8787878787878789
1345,1,active (partial+cons_cv),0.8787878787878789
1346,2,active (shifted),0.888888888888889
1347,3,active (full),0.8787878787878789
1348,4,sample everything,0.9090909090909092
1349,5,oblivious (partial),0.8585858585858587
1350,0,active (partial),0.8787878787878789
1351,1,active (partial+cons_cv),0.888888888888889
1352,2,active (shifted),0.888888888888889
1353,3,active (full),0.8787878787878789
1354,4,sample everything,0.888888888888889
1355,5,oblivious (partial),0.8686868686868687
1356,0,active (partial),0.8686868686868687
1357,1,active (partial+cons_cv),0.8585858585858587
1358,2,active (shifted),0.8686868686868687
1359,3,active (full),0.8686868686868687
1360,4,sample everything,0.8787878787878789
1361,5,oblivious (partial),0.888888888888889
1362,0,active (partial),0.8484848484848485
1363,1,active (partial+cons_cv),0.8686868686868687
1364,2,active (shifted),0.8686868686868687
1365,3,active (full),0.8484848484848485
1366,4,sample everything,0.888888888888889
1367,5,oblivious (partial),0.8484848484848485
1368,0,active (partial),0.8787878787878789
1369,1,active (partial+cons_cv),0.8787878787878789
1370,2,active (shifted),0.8787878787878789
1371,3,active (full),0.8787878787878789
1372,4,sample everything,0.9090909090909092
1373,5,oblivious (partial),0.8686868686868687
1374,0,active (partial),0.8585858585858587
1375,1,active (partial+cons_cv),0.8585858585858587
1376,2,active (shifted),0.8787878787878789
1377,3,active (full),0.8585858585858587
1378,4,sample everything,0.8989898989898991
1379,5,oblivious (partial),0.8787878787878789
1380,0,active (partial),0.8686868686868687
1381,1,active (partial+cons_cv),0.8585858585858587
1382,2,active (shifted),0.8686868686868687
1383,3,active (full),0.8686868686868687
1384,4,sample everything,0.888888888888889
1385,5,oblivious (partial),0.8282828282828284
1386,0,active (partial),0.8787878787878789
1387,1,active (partial+cons_cv),0.8787878787878789
1388,2,active (shifted),0.8787878787878789
1389,3,active (full),0.8787878787878789
1390,4,sample everything,0.8989898989898991
1391,5,oblivious (partial),0.8484848484848485
1392,0,active (partial),0.8787878787878789
1393,1,active (partial+cons_cv),0.8686868686868687
1394,2,active (shifted),0.888888888888889
1395,3,active (full),0.8686868686868687
1396,4,sample everything,0.9090909090909092
1397,5,oblivious (partial),0.8585858585858587
1398,0,active (partial),0.8686868686868687
1399,1,active (partial+cons_cv),0.8787878787878789
1400,2,active (shifted),0.8787878787878789
1401,3,active (full),0.8686868686868687
1402,4,sample everything,0.8989898989898991
1403,5,oblivious (partial),0.8484848484848485
1404,0,active (partial),0.8787878787878789
1405,1,active (partial+cons_cv),0.8686868686868687
1406,2,active (shifted),0.8787878787878789
1407,3,active (full),0.8686868686868687
1408,4,sample everything,0.8989898989898991
1409,5,oblivious (partial),0.8787878787878789
1410,0,active (partial),0.8686868686868687
1411,1,active (partial+cons_cv),0.8686868686868687
1412,2,active (shifted),0.8787878787878789
1413,3,active (full),0.8686868686868687
1414,4,sample everything,0.888888888888889
1415,5,oblivious (partial),0.8787878787878789
1416,0,active (partial),0.8686868686868687
1417,1,active (partial+cons_cv),0.8686868686868687
1418,2,active (shifted),0.8787878787878789
1419,3,active (full),0.8686868686868687
1420,4,sample everything,0.8989898989898991
1421,5,oblivious (partial),0.8686868686868687
1422,0,active (partial),0.888888888888889
1423,1,active (partial+cons_cv),0.888888888888889
1424,2,active (shifted),0.888888888888889
1425,3,active (full),0.888888888888889
1426,4,sample everything,0.8989898989898991
1427,5,oblivious (partial),0.8686868686868687
1428,0,active (partial),0.8686868686868687
1429,1,active (partial+cons_cv),0.8585858585858587
1430,2,active (shifted),0.8181818181818182
1431,3,active (full),0.8686868686868687
1432,4,sample everything,0.8181818181818182
1433,5,oblivious (partial),0.8686868686868687
1434,0,active (partial),0.8585858585858587
1435,1,active (partial+cons_cv),0.8787878787878789
1436,2,active (shifted),0.8787878787878789
1437,3,active (full),0.8585858585858587
1438,4,sample everything,0.8989898989898991
1439,5,oblivious (partial),0.8484848484848485
1440,0,active (partial),0.8686868686868687
1441,1,active (partial+cons_cv),0.8686868686868687
1442,2,active (shifted),0.8787878787878789
1443,3,active (full),0.8585858585858587
1444,4,sample everything,0.8787878787878789
1445,5,oblivious (partial),0.888888888888889
1446,0,active (partial),0.8585858585858587
1447,1,active (partial+cons_cv),0.8585858585858587
1448,2,active (shifted),0.8585858585858587
1449,3,active (full),0.8585858585858587
1450,4,sample everything,0.888888888888889
1451,5,oblivious (partial),0.8989898989898991
1452,0,active (partial),0.8787878787878789
1453,1,active (partial+cons_cv),0.8787878787878789
1454,2,active (shifted),0.8787878787878789
1455,3,active (full),0.8787878787878789
1456,4,sample everything,0.8787878787878789
1457,5,oblivious (partial),0.8787878787878789
1458,0,active (partial),0.8686868686868687
1459,1,active (partial+cons_cv),0.8686868686868687
1460,2,active (shifted),0.8686868686868687
1461,3,active (full),0.8686868686868687
1462,4,sample everything,0.8686868686868687
1463,5,oblivious (partial),0.8484848484848485
1464,0,active (partial),0.8686868686868687
1465,1,active (partial+cons_cv),0.888888888888889
1466,2,active (shifted),0.8787878787878789
1467,3,active (full),0.8686868686868687
1468,4,sample everything,0.8989898989898991
1469,5,oblivious (partial),0.8686868686868687
1470,0,active (partial),0.8787878787878789
1471,1,active (partial+cons_cv),0.8787878787878789
1472,2,active (shifted),0.8787878787878789
1473,3,active (full),0.8787878787878789
1474,4,sample everything,0.888888888888889
1475,5,oblivious (partial),0.8787878787878789
1476,0,active (partial),0.8686868686868687
1477,1,active (partial+cons_cv),0.8686868686868687
1478,2,active (shifted),0.8787878787878789
1479,3,active (full),0.8686868686868687
1480,4,sample everything,0.9090909090909092
1481,5,oblivious (partial),0.8787878787878789
1482,0,active (partial),0.8686868686868687
1483,1,active (partial+cons_cv),0.8686868686868687
1484,2,active (shifted),0.8686868686868687
1485,3,active (full),0.8686868686868687
1486,4,sample everything,0.888888888888889
1487,5,oblivious (partial),0.8686868686868687
1488,0,active (partial),0.888888888888889
1489,1,active (partial+cons_cv),0.888888888888889
1490,2,active (shifted),0.8989898989898991
1491,3,active (full),0.888888888888889
1492,4,sample everything,0.9292929292929294
1493,5,oblivious (partial),0.8686868686868687
1494,0,active (partial),0.8585858585858587
1495,1,active (partial+cons_cv),0.8585858585858587
1496,2,active (shifted),0.8585858585858587
1497,3,active (full),0.8585858585858587
1498,4,sample everything,0.8787878787878789
1499,5,oblivious (partial),0.8686868686868687
1500,0,active (partial),0.8585858585858587
1501,1,active (partial+cons_cv),0.8686868686868687
1502,2,active (shifted),0.8787878787878789
1503,3,active (full),0.8585858585858587
1504,4,sample everything,0.8989898989898991
1505,5,oblivious (partial),0.888888888888889
1506,0,active (partial),0.8686868686868687
1507,1,active (partial+cons_cv),0.8585858585858587
1508,2,active (shifted),0.8686868686868687
1509,3,active (full),0.8686868686868687
1510,4,sample everything,0.8787878787878789
1511,5,oblivious (partial),0.8686868686868687
1512,0,active (partial),0.8585858585858587
1513,1,active (partial+cons_cv),0.8686868686868687
1514,2,active (shifted),0.8686868686868687
1515,3,active (full),0.8585858585858587
1516,4,sample everything,0.9090909090909092
1517,5,oblivious (partial),0.8686868686868687
1518,0,active (partial),0.8585858585858587
1519,1,active (partial+cons_cv),0.8787878787878789
1520,2,active (shifted),0.8787878787878789
1521,3,active (full),0.8585858585858587
1522,4,sample everything,0.8989898989898991
1523,5,oblivious (partial),0.787878787878788
1524,0,active (partial),0.8686868686868687
1525,1,active (partial+cons_cv),0.8686868686868687
1526,2,active (shifted),0.8787878787878789
1527,3,active (full),0.8686868686868687
1528,4,sample everything,0.8989898989898991
1529,5,oblivious (partial),0.8787878787878789
1530,0,active (partial),0.8585858585858587
1531,1,active (partial+cons_cv),0.8585858585858587
1532,2,active (shifted),0.8585858585858587
1533,3,active (full),0.8484848484848485
1534,4,sample everything,0.8686868686868687
1535,5,oblivious (partial),0.8585858585858587
1536,0,active (partial),0.8686868686868687
1537,1,active (partial+cons_cv),0.8686868686868687
1538,2,active (shifted),0.8787878787878789
1539,3,active (full),0.8686868686868687
1540,4,sample everything,0.888888888888889
1541,5,oblivious (partial),0.8686868686868687
1542,0,active (partial),0.8686868686868687
1543,1,active (partial+cons_cv),0.8686868686868687
1544,2,active (shifted),0.8686868686868687
1545,3,active (full),0.8686868686868687
1546,4,sample everything,0.8989898989898991
1547,5,oblivious (partial),0.8585858585858587
1548,0,active (partial),0.8686868686868687
1549,1,active (partial+cons_cv),0.8686868686868687
1550,2,active (shifted),0.8787878787878789
1551,3,active (full),0.8686868686868687
1552,4,sample everything,0.8989898989898991
1553,5,oblivious (partial),0.8484848484848485
1554,0,active (partial),0.8686868686868687
1555,1,active (partial+cons_cv),0.8686868686868687
1556,2,active (shifted),0.8787878787878789
1557,3,active (full),0.8686868686868687
1558,4,sample everything,0.888888888888889
1559,5,oblivious (partial),0.8787878787878789
1560,0,active (partial),0.8787878787878789
1561,1,active (partial+cons_cv),0.8686868686868687
1562,2,active (shifted),0.8383838383838385
1563,3,active (full),0.8787878787878789
1564,4,sample everything,0.8383838383838385
1565,5,oblivious (partial),0.8787878787878789
1566,0,active (partial),0.8686868686868687
1567,1,active (partial+cons_cv),0.8787878787878789
1568,2,active (shifted),0.8787878787878789
1569,3,active (full),0.8585858585858587
1570,4,sample everything,0.888888888888889
1571,5,oblivious (partial),0.8585858585858587
1572,0,active (partial),0.8787878787878789
1573,1,active (partial+cons_cv),0.8787878787878789
1574,2,active (shifted),0.888888888888889
1575,3,active (full),0.8787878787878789
1576,4,sample everything,0.9090909090909092
1577,5,oblivious (partial),0.8686868686868687
1578,0,active (partial),0.888888888888889
1579,1,active (partial+cons_cv),0.8787878787878789
1580,2,active (shifted),0.888888888888889
1581,3,active (full),0.888888888888889
1582,4,sample everything,0.8989898989898991
1583,5,oblivious (partial),0.8484848484848485
1584,0,active (partial),0.8686868686868687
1585,1,active (partial+cons_cv),0.8686868686868687
1586,2,active (shifted),0.8787878787878789
1587,3,active (full),0.8686868686868687
1588,4,sample everything,0.8989898989898991
1589,5,oblivious (partial),0.888888888888889
1590,0,active (partial),0.8686868686868687
1591,1,active (partial+cons_cv),0.8787878787878789
1592,2,active (shifted),0.8787878787878789
1593,3,active (full),0.8686868686868687
1594,4,sample everything,0.8989898989898991
1595,5,oblivious (partial),0.8787878787878789
1596,0,active (partial),0.8686868686868687
1597,1,active (partial+cons_cv),0.8686868686868687
1598,2,active (shifted),0.8787878787878789
1599,3,active (full),0.8686868686868687
1600,4,sample everything,0.8787878787878789
1601,5,oblivious (partial),0.888888888888889
1602,0,active (partial),0.8585858585858587
1603,1,active (partial+cons_cv),0.8686868686868687
1604,2,active (shifted),0.8686868686868687
1605,3,active (full),0.8585858585858587
1606,4,sample everything,0.8989898989898991
1607,5,oblivious (partial),0.8686868686868687
1608,0,active (partial),0.8787878787878789
1609,1,active (partial+cons_cv),0.8686868686868687
1610,2,active (shifted),0.8787878787878789
1611,3,active (full),0.8787878787878789
1612,4,sample everything,0.8787878787878789
1613,5,oblivious (partial),0.8585858585858587
1614,0,active (partial),0.888888888888889
1615,1,active (partial+cons_cv),0.8989898989898991
1616,2,active (shifted),0.8989898989898991
1617,3,active (full),0.888888888888889
1618,4,sample everything,0.9292929292929294
1619,5,oblivious (partial),0.8686868686868687
1620,0,active (partial),0.8686868686868687
1621,1,active (partial+cons_cv),0.8787878787878789
1622,2,active (shifted),0.8787878787878789
1623,3,active (full),0.8686868686868687
1624,4,sample everything,0.888888888888889
1625,5,oblivious (partial),0.8686868686868687
1626,0,active (partial),0.8787878787878789
1627,1,active (partial+cons_cv),0.8787878787878789
1628,2,active (shifted),0.8787878787878789
1629,3,active (full),0.8787878787878789
1630,4,sample everything,0.888888888888889
1631,5,oblivious (partial),0.8787878787878789
1632,0,active (partial),0.8585858585858587
1633,1,active (partial+cons_cv),0.8585858585858587
1634,2,active (shifted),0.8686868686868687
1635,3,active (full),0.8585858585858587
1636,4,sample everything,0.8787878787878789
1637,5,oblivious (partial),0.8585858585858587
1638,0,active (partial),0.8787878787878789
1639,1,active (partial+cons_cv),0.8686868686868687
1640,2,active (shifted),0.8585858585858587
1641,3,active (full),0.8686868686868687
1642,4,sample everything,0.8585858585858587
1643,5,oblivious (partial),0.8686868686868687
1644,0,active (partial),0.8787878787878789
1645,1,active (partial+cons_cv),0.8787878787878789
1646,2,active (shifted),0.8787878787878789
1647,3,active (full),0.8787878787878789
1648,4,sample everything,0.8787878787878789
1649,5,oblivious (partial),0.8787878787878789
1650,0,active (partial),0.8787878787878789
1651,1,active (partial+cons_cv),0.8787878787878789
1652,2,active (shifted),0.8787878787878789
1653,3,active (full),0.8686868686868687
1654,4,sample everything,0.888888888888889
1655,5,oblivious (partial),0.888888888888889
1656,0,active (partial),0.8787878787878789
1657,1,active (partial+cons_cv),0.888888888888889
1658,2,active (shifted),0.8989898989898991
1659,3,active (full),0.8787878787878789
1660,4,sample everything,0.9191919191919192
1661,5,oblivious (partial),0.8787878787878789
1662,0,active (partial),0.8686868686868687
1663,1,active (partial+cons_cv),0.8686868686868687
1664,2,active (shifted),0.888888888888889
1665,3,active (full),0.8686868686868687
1666,4,sample everything,0.888888888888889
1667,5,oblivious (partial),0.8585858585858587
1668,0,active (partial),0.8686868686868687
1669,1,active (partial+cons_cv),0.8686868686868687
1670,2,active (shifted),0.8787878787878789
1671,3,active (full),0.8686868686868687
1672,4,sample everything,0.9191919191919192
1673,5,oblivious (partial),0.8686868686868687
1674,0,active (partial),0.8787878787878789
1675,1,active (partial+cons_cv),0.8787878787878789
1676,2,active (shifted),0.8989898989898991
1677,3,active (full),0.8787878787878789
1678,4,sample everything,0.9090909090909092
1679,5,oblivious (partial),0.8989898989898991
1680,0,active (partial),0.8787878787878789
1681,1,active (partial+cons_cv),0.888888888888889
1682,2,active (shifted),0.888888888888889
1683,3,active (full),0.8787878787878789
1684,4,sample everything,0.9191919191919192
1685,5,oblivious (partial),0.8585858585858587
1686,0,active (partial),0.8686868686868687
1687,1,active (partial+cons_cv),0.8787878787878789
1688,2,active (shifted),0.8787878787878789
1689,3,active (full),0.8686868686868687
1690,4,sample everything,0.9090909090909092
1691,5,oblivious (partial),0.8686868686868687
1692,0,active (partial),0.8686868686868687
1693,1,active (partial+cons_cv),0.8787878787878789
1694,2,active (shifted),0.8787878787878789
1695,3,active (full),0.8686868686868687
1696,4,sample everything,0.8989898989898991
1697,5,oblivious (partial),0.8686868686868687
1698,0,active (partial),0.8787878787878789
1699,1,active (partial+cons_cv),0.8787878787878789
1700,2,active (shifted),0.888888888888889
1701,3,active (full),0.8787878787878789
1702,4,sample everything,0.9090909090909092
1703,5,oblivious (partial),0.8787878787878789
1704,0,active (partial),0.8585858585858587
1705,1,active (partial+cons_cv),0.8686868686868687
1706,2,active (shifted),0.8686868686868687
1707,3,active (full),0.8484848484848485
1708,4,sample everything,0.8989898989898991
1709,5,oblivious (partial),0.8787878787878789
1710,0,active (partial),0.8787878787878789
1711,1,active (partial+cons_cv),0.8787878787878789
1712,2,active (shifted),0.8787878787878789
1713,3,active (full),0.8787878787878789
1714,4,sample everything,0.8989898989898991
1715,5,oblivious (partial),0.8686868686868687
1716,0,active (partial),0.8686868686868687
1717,1,active (partial+cons_cv),0.8787878787878789
1718,2,active (shifted),0.8787878787878789
1719,3,active (full),0.8686868686868687
1720,4,sample everything,0.9090909090909092
1721,5,oblivious (partial),0.8787878787878789
1722,0,active (partial),0.8686868686868687
1723,1,active (partial+cons_cv),0.8686868686868687
1724,2,active (shifted),0.8787878787878789
1725,3,active (full),0.8686868686868687
1726,4,sample everything,0.8787878787878789
1727,5,oblivious (partial),0.8686868686868687
1728,0,active (partial),0.8585858585858587
1729,1,active (partial+cons_cv),0.8484848484848485
1730,2,active (shifted),0.8383838383838385
1731,3,active (full),0.8585858585858587
1732,4,sample everything,0.8383838383838385
1733,5,oblivious (partial),0.8787878787878789
1734,0,active (partial),0.8787878787878789
1735,1,active (partial+cons_cv),0.8585858585858587
1736,2,active (shifted),0.8585858585858587
1737,3,active (full),0.8787878787878789
1738,4,sample everything,0.8989898989898991
1739,5,oblivious (partial),0.8585858585858587
1740,0,active (partial),0.8787878787878789
1741,1,active (partial+cons_cv),0.8686868686868687
1742,2,active (shifted),0.8686868686868687
1743,3,active (full),0.8686868686868687
1744,4,sample everything,0.8787878787878789
1745,5,oblivious (partial),0.8989898989898991
1746,0,active (partial),0.8585858585858587
1747,1,active (partial+cons_cv),0.8181818181818182
1748,2,active (shifted),0.787878787878788
1749,3,active (full),0.8585858585858587
1750,4,sample everything,0.787878787878788
1751,5,oblivious (partial),0.8686868686868687
1752,0,active (partial),0.8686868686868687
1753,1,active (partial+cons_cv),0.8585858585858587
1754,2,active (shifted),0.8686868686868687
1755,3,active (full),0.8585858585858587
1756,4,sample everything,0.8787878787878789
1757,5,oblivious (partial),0.8585858585858587
1758,0,active (partial),0.8585858585858587
1759,1,active (partial+cons_cv),0.8585858585858587
1760,2,active (shifted),0.8686868686868687
1761,3,active (full),0.8585858585858587
1762,4,sample everything,0.8787878787878789
1763,5,oblivious (partial),0.8686868686868687
1764,0,active (partial),0.8686868686868687
1765,1,active (partial+cons_cv),0.8484848484848485
1766,2,active (shifted),0.8484848484848485
1767,3,active (full),0.8686868686868687
1768,4,sample everything,0.8484848484848485
1769,5,oblivious (partial),0.8686868686868687
1770,0,active (partial),0.888888888888889
1771,1,active (partial+cons_cv),0.888888888888889
1772,2,active (shifted),0.8989898989898991
1773,3,active (full),0.8787878787878789
1774,4,sample everything,0.9090909090909092
1775,5,oblivious (partial),0.8585858585858587
1776,0,active (partial),0.8787878787878789
1777,1,active (partial+cons_cv),0.888888888888889
1778,2,active (shifted),0.888888888888889
1779,3,active (full),0.8686868686868687
1780,4,sample everything,0.9090909090909092
1781,5,oblivious (partial),0.8484848484848485
1782,0,active (partial),0.8686868686868687
1783,1,active (partial+cons_cv),0.8686868686868687
1784,2,active (shifted),0.8787878787878789
1785,3,active (full),0.8686868686868687
1786,4,sample everything,0.9090909090909092
1787,5,oblivious (partial),0.888888888888889
1788,0,active (partial),0.8686868686868687
1789,1,active (partial+cons_cv),0.7272727272727273
1790,2,active (shifted),0.7272727272727273
1791,3,active (full),0.8686868686868687
1792,4,sample everything,0.7272727272727273
1793,5,oblivious (partial),0.8989898989898991
